node,degree,neighbor_edges,possible_edges,closure_ratio,brokerage_score,entity_type,gender
de la Neuveville-les-Raon,4,2,6,0.3333333333333333,0.6666666666666667,unknown,unknown
de la Bourgonce,4,2,6,0.3333333333333333,0.6666666666666667,unknown,unknown
Mongeon,3,1,3,0.3333333333333333,0.6666666666666667,unknown,unknown
de Parey-sous-Montfort,4,2,6,0.3333333333333333,0.6666666666666667,unknown,unknown
de Rozieres,4,2,6,0.3333333333333333,0.6666666666666667,unknown,unknown
de Saint Nicolas,4,2,6,0.3333333333333333,0.6666666666666667,unknown,unknown
d'Amance,4,2,6,0.3333333333333333,0.6666666666666667,unknown,unknown
de Champegnoult,4,2,6,0.3333333333333333,0.6666666666666667,unknown,unknown
Didier Ganat,3,1,3,0.3333333333333333,0.6666666666666667,unknown,unknown
Claudon le Clerc,29,136,406,0.33497536945812806,0.6650246305418719,unknown,unknown
Jean le Clerc,29,136,406,0.33497536945812806,0.6650246305418719,unknown,unknown
Jean Regnauldin,21,72,210,0.34285714285714286,0.6571428571428571,unknown,unknown
Claudon Jean,15,36,105,0.34285714285714286,0.6571428571428571,unknown,unknown
"B 8691 no 14; witch 225, Jaulne femme Claudon Curien, de St Blaise",17,48,136,0.35294117647058826,0.6470588235294117,unknown,unknown
Jean Menusier,23,90,253,0.3557312252964427,0.6442687747035574,unknown,unknown
Jean Grand Jean,23,90,253,0.3557312252964427,0.6442687747035574,unknown,unknown
"B 8961 no 1. Witch 323, Claudon veuve Mengin Wannier, de St Nicolas",16,45,120,0.375,0.625,unknown,unknown
"B 3343; witch 046, Margueritte femme Claude Martin, de Leintrey",16,45,120,0.375,0.625,unknown,unknown
"Witch 209; B 8689 no 1, Chrétien Pierre, Moriviller",16,45,120,0.375,0.625,unknown,unknown
Magdelaine,16,45,120,0.375,0.625,unknown,unknown
Idatte,16,45,120,0.375,0.625,unknown,unknown
"Witch 210; B 8689 no 2, Ulriot Colas Ulriot, Moyemont",16,45,120,0.375,0.625,unknown,unknown
"B 9573; witch 334, Barbelline fille Guillaume Jean Chaperey de Ste Croix",16,45,120,0.375,0.625,unknown,unknown
"B 4998; witch 090, Gillette veuve Bastien Jean Page, de Condé (Custines)",16,45,120,0.375,0.625,unknown,unknown
Witch 147: B8667 no 9: Laurence femme George Jolbay de Ste Margaree,16,45,120,0.375,0.625,unknown,unknown
"Witch 271; B 8708 no 10, Jean Gerardin Haxo de la Fosse",16,45,120,0.375,0.625,unknown,unknown
"B 3325 no 1; witch 034, Claudon de Benamenil, living at Gondrexon",16,45,120,0.375,0.625,unknown,unknown
"B 8680 no 2; witch 172, Demenge Martin, du Paire",16,45,120,0.375,0.625,unknown,unknown
Jean Henry,16,45,120,0.375,0.625,unknown,unknown
"B 3327 no 4; Witch 040, Nicolas Raimbault de Reillon",16,45,120,0.375,0.625,unknown,unknown
"B 8667 No 4 Witch 142, Mengette Estienne",16,45,120,0.375,0.625,unknown,unknown
Dieudonné Jean,11,21,55,0.38181818181818183,0.6181818181818182,unknown,unknown
"B 2583 no 5; witch 019, Jean Brice George de Xouarupt",17,52,136,0.38235294117647056,0.6176470588235294,unknown,unknown
Jean Parmentier,16,46,120,0.38333333333333336,0.6166666666666667,unknown,unknown
Mengeon Claude Mariatte,27,136,351,0.38746438746438744,0.6125356125356125,unknown,unknown
Barbe femme du precedent,22,90,231,0.38961038961038963,0.6103896103896104,unknown,unknown
"B 8682 no 7; witch 185, Agathe femme Colas Jobay du Faing",16,47,120,0.39166666666666666,0.6083333333333334,unknown,unknown
Nicolas Olry,22,91,231,0.3939393939393939,0.6060606060606061,unknown,unknown
Magdellaine,14,36,91,0.3956043956043956,0.6043956043956045,unknown,unknown
Jean Magdelaine,24,110,276,0.39855072463768115,0.6014492753623188,unknown,unknown
drappier de St,6,6,15,0.4,0.6,unknown,unknown
de Vilcey-sur-Trey,5,4,10,0.4,0.6,unknown,unknown
de Sallonne,5,4,10,0.4,0.6,unknown,unknown
Marguerite femme du precedent,20,81,190,0.4263157894736842,0.5736842105263158,unknown,unknown
Nicolle femme du precedent,20,81,190,0.4263157894736842,0.5736842105263158,unknown,unknown
"B 8667 No 5 (1) Witch 143, Jean Diez",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
Claudon Marchal,21,90,210,0.42857142857142855,0.5714285714285714,unknown,unknown
"B 3335 no 1; witch 043, Jennon veuve Jean Zabey, de Leintrey",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
"B 7301; witch 119, Barbe la grosse gorge, de Jarville",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
"B 4126 no 2 Witch 079, Claudon du Puy",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
"B 8719 no 2; witch 291, Jennon femme Jean Jacquot Etienne du Menil",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
"B 8682 no 4; witch 182, Georgeatte fille Jean Pelisson, de Moriviller",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
Claudon femme du precedent,21,90,210,0.42857142857142855,0.5714285714285714,unknown,unknown
Remy Valdeliepvre,21,90,210,0.42857142857142855,0.5714285714285714,unknown,unknown
Henry Claudon,21,90,210,0.42857142857142855,0.5714285714285714,unknown,unknown
Demengeon Claude Girard,21,90,210,0.42857142857142855,0.5714285714285714,unknown,unknown
"B 8726 no 1; witch 306, Margueritte femme Cesar le Charpentier, de la Bourgonce",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
B 8721 no 4. Witch 296; Hantzo Alexis of Wisembach,15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
?,21,90,210,0.42857142857142855,0.5714285714285714,witness,unknown
Claudon Estienne,15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
"Witch 211; B 8689 no 3, Jeannon veuve Valentin Poirot, Moyemont",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
Claudatte femme du precedent,21,90,210,0.42857142857142855,0.5714285714285714,unknown,unknown
Jean Pieron,15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
"B 7134 no 1; witch 112, Jacquot Petit Jacquot, de Hymont",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
"Vosges G 710: witch 339, Jeannon femme Georgeon Grand Didier, de la Rochatte",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
"B 8687 no 5; witch 203, Dieudonnée femme Pierre Chrestien de Moriviller",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
"B 8684 no 5; Witch 192, Barbelline veuve Demenge Mareschal, de Saulceray",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
"B 8947; witch 320, Mengeatte des Woirelz, veuve Regnaud Tixerand de St Nicolas",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
"B 8702 no 11; witch 250, Marguitte Lairain femme Mengeon Moullot de la Vacherie",15,45,105,0.42857142857142855,0.5714285714285714,unknown,unknown
Thoussainct Gomay,21,90,210,0.42857142857142855,0.5714285714285714,unknown,unknown
Nicolas Simon,18,67,153,0.43790849673202614,0.5620915032679739,unknown,unknown
"B 4103; witch 076, Didelon l'Huillier et sa femme Bietrix, de Gripport",15,46,105,0.4380952380952381,0.5619047619047619,unknown,unknown
Claudon veuve Aubertin Laurent,9,16,36,0.4444444444444444,0.5555555555555556,unknown,unknown
Idoult Jean Martin,21,94,210,0.44761904761904764,0.5523809523809524,unknown,unknown
Georgeon Claudon Noel,18,71,153,0.46405228758169936,0.5359477124183006,unknown,unknown
Jean Andreu,10,21,45,0.4666666666666667,0.5333333333333333,unknown,unknown
Mengel le Duc de Brouvelieures,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Nicolas Jean Blot de Dompierre,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Claude Thomas,19,81,171,0.47368421052631576,0.5263157894736843,unknown,unknown
Annon veuve Bastien Piernille,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Catherine femme Fleurent Bazelaire,19,81,171,0.47368421052631576,0.5263157894736843,unknown,unknown
Claudin Peletier,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Colas Charpentier,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Gerard Marchal,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Thiebault Jean Thiebault,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Lucye femme du precedent,19,81,171,0.47368421052631576,0.5263157894736843,unknown,unknown
Estienne Connot,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Barbon femme Lienard Jean Lienard,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Demenge Jacquat,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Jennon veuve Claudon Jacquemin,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Didier Chatron,19,81,171,0.47368421052631576,0.5263157894736843,unknown,unknown
Jeanne femme Jean Villemin bouchier de Raon,19,81,171,0.47368421052631576,0.5263157894736843,unknown,unknown
Lienard Adam,19,81,171,0.47368421052631576,0.5263157894736843,unknown,unknown
Nicolas Parmentier,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Chrestienne femme du precedent,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Claudatte veuve Diey Jacot Simon,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Francoise femme du precedent,20,90,190,0.47368421052631576,0.5263157894736843,unknown,unknown
Marie femme du precedent,18,73,153,0.477124183006536,0.522875816993464,unknown,unknown
Didier Thiebault,20,91,190,0.4789473684210526,0.5210526315789474,unknown,unknown
Didier du Prey,20,91,190,0.4789473684210526,0.5210526315789474,unknown,unknown
Nicolas Boucher de Champegnoult,17,66,136,0.4852941176470588,0.5147058823529411,unknown,unknown
Jean des Rechey,17,66,136,0.4852941176470588,0.5147058823529411,unknown,unknown
Jean Breton,17,66,136,0.4852941176470588,0.5147058823529411,unknown,unknown
Colas Moullot,20,93,190,0.48947368421052634,0.5105263157894737,unknown,unknown
Didier Claudon Noel,20,93,190,0.48947368421052634,0.5105263157894737,unknown,unknown
"B 8721 no 5; Witch 297, Beniste le Houff de Norbepaire (Wisembach)",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 8687 no 9; witch 207, Jean Grand Didier, de la Vacherie",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 7134 no 3; witch 114, Annon Bourguignotte, femme Didier Galay, de Bettoncourt",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 8702 no 10; witch 249, Jennon femme Jean Pieron Geliat, de la Neuveville-les-Raon.",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 3327 no 2; Witch 038, Barbelline femme Jean Goudot, de Domjevin",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 8724 no 5. Witch 305, Didiere veuve Nicolas Failly, de Raon",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
Bietrix,14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 8986 no 1; witch 329, Jeanne Petiotte veuve Pierre Maulgrais de St Nicolas",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 3789 no 1; witch 058, Fleuratte femme Jean Maurice, de Docelles",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 8669 no 3; Witch 150, Barbeline femme Claude Wanesson, de St Dié",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 3792 no 2; Witch 063, Jean Gerardin de Dompierre",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 5312 no 5; witch 095, Senelle femme Waisen Petter, de Bisping",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 8682 no 3; witch 181, Jean Pelisson de Moriviller",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 3345; witch 047, Jeanne femme Demenge Mercier, d'Autrepierre",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
Colas Gerard,14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 3365 no 3; witch 053, Jean Febuay de Reillon",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 8684 no 9. Witch 196, Jean Goeury de St Lienard",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 8691 no 5; witch 216, Babelon femme Hanry Jean Hanry, of St Blaise",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 5312 no 3; witch 093, Anon veuve Didier Vosgien de Bassing",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 3335 no 2; witch 044, Hellenix femme Barthelemin le Reytre, de Blamont",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 3792 no 4; witch 065, Thomasse femme Jean Poirot, de Dompierre",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
"B 8687 no 4; witch 202, Penthecoste femme Georgeon Didier Miette de la Rochatte",14,45,91,0.4945054945054945,0.5054945054945055,unknown,unknown
Mengin Godot,4,3,6,0.5,0.5,unknown,unknown
Jean Didier Cunin de Bertrimoutier,16,60,120,0.5,0.5,unknown,unknown
Didier Boileau,14,46,91,0.5054945054945055,0.4945054945054945,unknown,unknown
Demenge Martin,14,46,91,0.5054945054945055,0.4945054945054945,unknown,unknown
"B 3365 no 4; witch 054, Noel Raimbault de Reillon",14,46,91,0.5054945054945055,0.4945054945054945,unknown,unknown
Jennon veuve Colas Lallemant,17,69,136,0.5073529411764706,0.49264705882352944,unknown,unknown
Jean Henry de Domjevin,19,88,171,0.5146198830409356,0.48538011695906436,unknown,unknown
"B 8707 no 8; witch 260, Jennon veuve Colas Ydoulx, de Nompatelize",14,47,91,0.5164835164835165,0.48351648351648346,unknown,unknown
Jean le Maire,19,89,171,0.52046783625731,0.47953216374269003,unknown,unknown
Colas Mandray,19,89,171,0.52046783625731,0.47953216374269003,unknown,unknown
Remy Jandel,15,55,105,0.5238095238095238,0.47619047619047616,unknown,unknown
Billon femme Jean du Sal,19,90,171,0.5263157894736842,0.4736842105263158,unknown,unknown
Demenge Chotté,19,90,171,0.5263157894736842,0.4736842105263158,unknown,unknown
Zabel femme Demenge Ganaire,19,90,171,0.5263157894736842,0.4736842105263158,unknown,unknown
Jennon femme Demenge des Boeufs,19,90,171,0.5263157894736842,0.4736842105263158,unknown,unknown
Jenon femme Claudin Peletier,19,90,171,0.5263157894736842,0.4736842105263158,unknown,unknown
Jacquin Thiebault,19,90,171,0.5263157894736842,0.4736842105263158,unknown,unknown
Nicolas Aulbry de la Fosse,18,81,153,0.5294117647058824,0.47058823529411764,unknown,unknown
Jean Thieriot de la Fosse,18,81,153,0.5294117647058824,0.47058823529411764,unknown,unknown
Marguitte veuve Claudon Claude Jean Mariatte,19,91,171,0.5321637426900585,0.4678362573099415,unknown,unknown
Claudon Jean Perrin,19,91,171,0.5321637426900585,0.4678362573099415,unknown,unknown
"B 8691 no 10; witch 221, Jean Marion, de St Blaise",14,49,91,0.5384615384615384,0.46153846153846156,unknown,unknown
Nicolas Vaultrin,14,49,91,0.5384615384615384,0.46153846153846156,unknown,unknown
Nicole femme du precedent,12,36,66,0.5454545454545454,0.4545454545454546,unknown,unknown
Jennon femme Nicolas Bars,14,51,91,0.5604395604395604,0.43956043956043955,unknown,unknown
Jennon femme Michiel Galdrimey,15,60,105,0.5714285714285714,0.4285714285714286,unknown,unknown
"B 8260; witch 126, Hillevix, femme Cuguin Magister, de Vilcey-sur-Trey",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
Martin Sachot,13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8667 No 1 Witch 139, Jehenne Stablo",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8939 ; witch 316, Claudon Charniere, femme François Picquet, de St. Nicolas-de-",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 2199 no 1; witch 005, Jacquotte femme Nicolas Tixerand, du Bourget d'Amance",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
Claudon Curien,13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8712 no 1; witch 272, Jean Callerey de Pajaille",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"Witch 146: B8667 no 8, Claudatte veuve Michel Demenge Antoine du Viel Marché",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8677 no 13 and B 8680 no 1; witch 167, Catherine femme Villaume Jean Martin du",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"Witch 161; B8677 no 7, Claudatte veuve Estienne Jean Saulcy, d’Entre-deux-Eaux",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
Jean Mongeay,13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8712 no 2; witch 273, Claudette femme Jean Dabo de Grattain",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8704 no 2. Witch 252: Georgeatte femme Demenge Jean Chopat, of La Neuveville-",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 4093 (1) Witch 072, Jean de Socourt",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
Demenge Jacquemin,13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
Nicolas le Clerc,13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8667 No 6 Witch 144, Zabel du Sambois",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
Demenge Simon,13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
Jean Mengin,13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8717 no 2; witch 285, Marguitte femme Chrestien Colas Thierry, of le Chanoy de",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
Demenge Pierson,13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8717 no 3; witch 286, Catherine femme Benoist Mathieu de la Grandfosse",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8700 no 3; witch 238, Marguitte veuve Jean Digard, de Raon",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
Jean Charpentier,13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"Vosges G 707 no 2; witch 337, Catherine veuve Jean Diez, de la Bolle",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 3323 no 8; witch 032, Noel Purel (dit le Petit Noel), de Blemerey",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8678 no 1; witch 168, Laurence femme Nicolas Viney, du Faing (Ste Marguerite)",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8678 no 3; witch 170, Demenge Milan, de Remomeix",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 3358; witch 050, Jehenne femme Joseph de la Moictresse, de Nutting",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8708 no 1; witch 262, Agathe femme Claudon Urbain, de Sachemont",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 3323 no 3; witch 027, la Grande Marye, veuve Didier Sotterel, de Leintrey",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
Allison,13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"Witch 251; B 8704 no 1, Franceatte femme Nicolas Charier, de la Neuveville les Raon",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 8682 no 5; witch 183, Didielle femme Demenge Simmonel, de St Marguerite",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
Mathiatte,13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
"B 2199 no 3; witch 007, Collatte veuve Cesar Lorette, of Laitre-sous-Amance",13,45,78,0.5769230769230769,0.42307692307692313,unknown,unknown
Jacot Girard Pechey,18,89,153,0.5816993464052288,0.4183006535947712,unknown,unknown
Epuron Jany,18,89,153,0.5816993464052288,0.4183006535947712,unknown,unknown
Claude Jean Demenge Mengin,18,89,153,0.5816993464052288,0.4183006535947712,unknown,unknown
Gerard Bertrand,18,89,153,0.5816993464052288,0.4183006535947712,unknown,unknown
Mengeon Galdrimey,9,21,36,0.5833333333333334,0.41666666666666663,unknown,unknown
Alizon femme Demenge Remy,18,90,153,0.5882352941176471,0.4117647058823529,unknown,unknown
Alizon femme Didier Bandeça,18,90,153,0.5882352941176471,0.4117647058823529,unknown,unknown
Jean Ramberviller,18,90,153,0.5882352941176471,0.4117647058823529,unknown,unknown
Jacot Jean Jacot,18,91,153,0.5947712418300654,0.40522875816993464,unknown,unknown
Remy Jean Parmentier,18,91,153,0.5947712418300654,0.40522875816993464,unknown,unknown
Maurice Clanne,18,91,153,0.5947712418300654,0.40522875816993464,unknown,unknown
"B 8691 no 2; witch 213, Marie veuve Martin Oudinat, de Raon",13,48,78,0.6153846153846154,0.3846153846153846,unknown,unknown
Valentin Jané,15,66,105,0.6285714285714286,0.37142857142857144,unknown,unknown
Didier Thirion de Domjevin,17,87,136,0.6397058823529411,0.3602941176470589,unknown,unknown
Jean Claudon de Domjevin,17,87,136,0.6397058823529411,0.3602941176470589,unknown,unknown
Catherine femme Didier Thirion,17,87,136,0.6397058823529411,0.3602941176470589,unknown,unknown
Pierre Ambroise,17,87,136,0.6397058823529411,0.3602941176470589,unknown,unknown
Estienne Francois,17,87,136,0.6397058823529411,0.3602941176470589,unknown,unknown
Mengeon Masson,17,87,136,0.6397058823529411,0.3602941176470589,unknown,unknown
Didier Prevost,13,50,78,0.6410256410256411,0.3589743589743589,unknown,unknown
Margueritte femme du precedent,11,36,55,0.6545454545454545,0.34545454545454546,unknown,unknown
Dieudonné,3,2,3,0.6666666666666666,0.33333333333333337,unknown,unknown
Henry,3,2,3,0.6666666666666666,0.33333333333333337,unknown,unknown
Anthoinette fille Nicolas Petit Jean,6,10,15,0.6666666666666666,0.33333333333333337,unknown,unknown
Jean Hangney,12,45,66,0.6818181818181818,0.31818181818181823,unknown,unknown
Nicolas Remy,12,45,66,0.6818181818181818,0.31818181818181823,unknown,unknown
